time,z0re,z0im,z1re,z1im,z2re,z2im,z4re,z4im,z8re,z8im
1.1,-0.9808864741503477,0.19458089533380646,-0.9412263709911448,0.2873717739673135,-0.9751224113912422,0.20211128675129536,-0.9776536300101595,0.1975542394102642,-0.9794991878950191,0.19503682133087438
1.2000000000000002,-0.9974115339732638,-0.07190432460643975,-0.9806981761225909,0.03636010099710085,-0.9932615252813668,-0.06262364627927297,-0.9947631235631181,-0.0680938588107219,-0.9960684101659063,-0.07118342975493404
1.3,-0.9428336688900107,-0.3332636685980153,-0.9543813021295044,-0.215754708947371,-0.94083266112497,-0.3226358772086429,-0.9410095391567651,-0.328761575666628,-0.9415992998263872,-0.3322883564609816
1.4000000000000001,-0.8210435957314802,-0.5708654954613459,-0.8643531629428755,-0.4520136163704121,-0.8216139843510983,-0.559450407165558,-0.8202417822981205,-0.5658851796504524,-0.8199784736662893,-0.5696628488555364
1.5,-0.6407234182543946,-0.767771776832419,-0.7169892121342656,-0.6566019481879202,-0.6441311375027379,-0.7562524107530181,-0.6410815005197092,-0.7625817561721238,-0.6398797084373159,-0.7663838367046294
1.6,-0.41472770210343357,-0.9099455660137103,-0.5225128460246105,-0.8159190097974451,-0.42104848838697945,-0.8990828812397705,-0.4163081346434032,-0.904851726224326,-0.414145571864515,-0.9084266941312825
1.7000000000000002,-0.15916710560493924,-0.987251656110717,-0.29428450011262763,-0.9194926991107686,-0.16826599760529218,-0.9778305614359765,-0.1619477956067883,-0.9825757808891257,-0.15887187168745903,-0.9856650173894345
1.8,0.10774010798377048,-0.9941790930871824,-0.04787953160313714,-0.9606770327239559,0.09621390084411686,-0.9869495888286896,0.10386907967929389,-0.9902352111741582,0.10773980948747777,-0.9925925042908452
1.9000000000000001,0.3669668040063396,-0.9302340376256821,0.19998116760978984,-0.937085617110259,0.3535686467814729,-0.9258518358506215,0.3621998671586845,-0.9273043301837685,0.36667969319973837,-0.9287154745467779
2.0,0.6000333723187572,-0.7999749696732927,0.4325739845277128,-0.850732411531294,0.5854957605969813,-0.7989461092538559,0.5946395942448663,-0.7982870572228199,0.5994849964893241,-0.7985880495095654
2.1,0.7903250915744183,-0.6126877260300654,0.6343102079662766,-0.7078713586489592,0.7755154433484411,-0.6153215341196419,0.784632278991358,-0.6123950950851743,0.7895561270763013,-0.6114874837475246
2.2,0.9242765503421918,-0.3817235367219889,0.7917905079743943,-0.5185471986784752,0.9101428083076388,-0.38809779494047364,0.918650322712143,-0.38289067478038746,0.923340053833414,-0.38075279358628805
2.3000000000000003,0.9923386906962152,-0.1235472498574095,0.8947043582421128,-0.2958895971372324,0.9798462947334353,-0.13348863236926178,0.9871579209955378,-0.126140745740102,0.9912964928071931,-0.12283383048455732
2.4000000000000004,0.9896595362057872,0.1434364054100412,0.9365134659175176,-0.05520023720725028,0.9797240709893142,0.13035459071156597,0.9852898588019848,0.13954994952024657,0.9885780316244308,0.14388141121191483
2.5,0.9164300769628176,0.40019484509164865,0.9148734123292397,0.18710344868030762,0.909850345935786,0.3846367903517004,0.9131973467311337,0.3952437245190636,0.9153757077819367,0.4003776534701681
2.6,0.7778706543851888,0.6284244147440201,0.8317659447952134,0.4146146646163256,0.7752670407490895,0.6112582962989578,0.7760362909949032,0.6227197078002233,0.7769054053161953,0.6283679124757254
2.7,0.5838588163886853,0.8118552103209101,0.6933344192562384,0.6120560417657028,0.5856215502550496,0.7941037913568899,0.58359887713484,0.8057723061254691,0.5830360395504425,0.8115971591115371
2.8000000000000003,0.34822517218335014,0.9374109181452303,0.5094353793431096,0.7663140401738238,0.3544765418031011,0.9201892322138701,0.3496147702695767,0.9313658318784055,0.34758603568905805,0.9370011269444506
2.9000000000000004,0.08776744341027654,0.9961409919671158,0.29293874886287075,0.8673183888983681,0.09834110332629545,0.980585077511349,0.09077178055750766,0.9905630160980787,0.08733825357067998,0.9956376588317173
3.0,-0.1789470026008138,0.9838587145826319,0.058826265487522754,0.9087070592110807,-0.1645076042676311,0.971050116215063,-0.17447416660507817,0.9791612538295811,-0.17915641780074268,0.9833241984224894
